RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
"Nashville, TN",37,99.63479488,100.1602992,100,99.85294118,99.58474635,98.61819374,97.8254959,97.61166247,97.28033473,96.6179625,96.4315214,95.63430551,94.78398314,93.91690568,94.13472949,93.77340981,93.77340981,92.91112566,92.64529975,92.36487813,92.26190476,92.39344262,92.77667329,91.63685152,91.54818325,91.88917683,92.34491861,93.1722964,93.21890201,93.56167986,94.05656933,94.10931174,94.08602151,95.01804616,95.43220982,95.23809524,95.44655969,97.08491295,97.69553073,98.87760556,100.1823154,100.4932696,100.686656,100.6172972,100.9041211,101.0460251,101.1233078,101.5637217,102.1921182,102.9061489,104.4491395,105.6889957,107.3744589,107.8431373,107.4955908,107.2303922,108.0050858,109.2510333,108.9268756,109.9382291,112.1533188,113.0430435,114.4871795,116.059924,116.6152149,117.3048804,118.1140514,118.3908046,119.2679783,120.5291751,122.5292507,122.6355362,125.6173804,126.9870003,127.8267382,131.1769322,132.4316074,133.5496183,133.7032969,134.6063781,134.529148,134.8047581,135.9375,136.640625,136.0833333,138.764881,141.1129622,144.8567708,147.9089616,149.2014083,149.5991448,148.9241341,149.3292683,149.7475597,149.9298878,150.9712587,151.2249677,152.8512397,152.7777778,155.4550594,156.2464472,156.7262122,155.2770914,156.133829,156.3626723,156.25,156.1330606,156.4931177,156.7567568,157.2493477,158.3765204,159.6522347,160,160.1998622,160.4091456,160.1766359,160.8042895
"Providence, RI",38,182.5279372,181.7424242,180.8823529,181.1740891,180.5469556,179.2755806,177.7483732,178.3333333,175.3477581,172.1773183,169.5736434,166.9341894,164.6284102,164.1215107,164.3750682,164.5575414,164.5114943,164.9,163.7614679,163.5514019,162.3376623,160.9192849,158.6739663,157.4178935,157.8421053,156.5387627,158.2063306,160.2029915,161.1071315,161.6038882,160.7600795,161.0231805,161.6258741,161.7811591,161.8293231,160.9633357,160.4347826,160.9356545,162.7409229,167.3669468,169.0340909,170.5791107,170.1531381,169.6242171,170.9051135,169.3786982,167.961209,167.4619289,166,167.7927928,168.75,171.7869416,172.9805844,172.8794643,174.0366578,172.8161166,172.1753593,171.1480363,170.4063604,169.0977444,168.8804554,170.6408346,172.1607216,175.2233677,176.1011599,177.4563598,178.3459596,177.7944676,177.2306576,175.2569027,175.1127544,173.9713775,175.3191499,176.0981182,178.4798535,180.9333184,183.6261981,184.2975207,184.9489075,183.6622807,183.3113456,184.5330744,182.1038251,181.2053815,181.144958,183.0586081,186.5725694,191.5178571,194.8829103,196.0294118,195.3488372,195.8933552,196.4285714,194.5940723,194.6142388,194.6132112,195.0424005,197.172619,200.019425,203.0003061,204.1474209,205.7730924,206.0035842,206.6868449,207.1229008,205.5710306,204.5020464,204.1575492,203.0891463,205.0451189,208.6176459,211.2268519,212.542517,212.9881657,213.2301761,212.0475113,212.6963351
"Milwaukee, WI",39,128.3603096,128.6293436,128.3713646,127.6886512,127.3650464,126.6697374,125.8518519,125,121.9358792,121.1753203,119.3665628,116.8940871,115.1136787,114.3908422,114.1709696,114.4844517,115.1506424,115.5709343,115.2102818,114.4861612,114.0154975,111.6943867,110.2758621,108.6521739,107.3751822,106.0696095,106.3244048,107.0535714,108.6335404,108.6284378,107.7316842,106.9336473,106.2757142,105.8779616,104.904154,102.5210084,102.8637568,101.9495025,104.5150502,108.377425,110.5998835,112.936345,112.8504673,112.3185128,111.6618525,110.9073359,109.8400347,106.7193676,107.2222222,107.0634921,110.0880705,113.7700231,117.083947,118.556701,118.1353768,116.9927829,114.7036759,112.961039,111.1732051,111.6749934,112.5401929,114.7407407,117.0356981,120.1486922,124.7810858,123.9054019,123.1876332,122.9946524,121.9298246,120.3926702,119.4489103,118.5988676,118.7563195,120.6455284,123.489011,127.5092869,127.0166081,128.7800687,133.2946636,132.6179673,131.6137566,131.2739601,130.3402135,128.8451899,128.9473684,131.2829034,132.0854271,132.654321,135.3342841,136.4760433,133.3882172,133.4054834,133.0035971,131.3805196,130.1466182,129.3661409,130.74007,132.5130147,135.586885,137.9638329,140.840571,142.7283654,141.8022528,140.6438087,141.6575791,142.8671512,142.0786606,140.7570423,140.4046597,143.05685,146.5250477,148.6524164,149.4411902,150.6927465,151.2710567,150.5681818,149.1053678
"Jacksonville, FL",40,108.6231884,108.0360758,106.7013204,105.2953878,104.2245989,102.4297424,101.4009662,101.0344828,98.97714612,98.02980345,98.16964286,95.97460317,94.46282294,93.37860781,93.75,92.47997998,93.4620887,91.95,91.71143515,91.21644992,91.07265826,90.41406225,89.93184916,89.50248756,89.49679162,89.0083632,89.1311551,89.2281106,88.60089186,89.34055203,90.09009009,88.6214442,89.64181994,90.32068413,90.66150978,90.77436973,91.43695823,93.53941902,95.45525402,97.48647145,98.56965222,99.92826552,99.48327697,98.3910473,97.48316298,97.37098345,96.47804243,96.80464779,97.26463104,98.95876103,100.4877014,101.9121689,103.8596491,104.2843316,104.0084672,104.148535,103.6485838,103.5590576,102.3220036,103.5259634,104.8292683,105.2289349,106.2169302,108.1129808,109.1626214,109.7940503,110.4273585,110.2624779,109.7699948,110.4090971,111.6931217,111.9236265,112.9464319,116.2645155,118.9238653,120.0344806,120.324556,121.1455615,118.9909297,118.2439537,118.0119868,118.6988483,118.5156848,118.9555126,120.5601094,122.231792,124.1076048,125.6832567,127.183343,127.2091047,127.2326502,127.1802326,128.0847141,128.27051,128.6633663,129.2067308,130.2,132.1003963,132.690045,133.6330974,134.5826235,134.6320346,134.5222067,133.9563863,134.3118917,133.6173001,134.032634,134.3911917,134.8854326,136.547812,136.3636364,137.8159263,137.6481656,138.060282,137.9139891,138.0612061,138.0986678
"Memphis, TN",41,80.14419522,80.40815719,80.05925851,80.03432494,79.54564394,80.11452052,79.60129916,79.08351811,78.86429798,78.55224992,78.33143723,76.71200788,75.25870179,75.14411912,75.21537442,74.87124323,75.58507274,75.42579075,75.08789553,74.95,74.72775066,73.4557596,73.12242946,72.702407,72.2864733,72.3357472,73.40016576,73.97121694,74.17962003,74.52066468,74.33585029,74.13994678,74.6969697,74.54634625,73.49855265,73.34862385,73.90307225,74.8381877,75.45550101,77.07848344,78.07981492,78.47788485,78.13411079,78.22093126,77.73788151,77.12135466,76.84016015,76.53985507,77.05099778,76.08081151,77.2455349,77.54294455,77.96690307,78.63128492,78.45260795,78.85304659,78.4635504,77.26284937,76.88364941,76.58150492,76.82215842,75.63943062,76.79944095,78.5440613,81.20920628,82.34810774,83.03134319,80.23140865,78.99179023,79.02621723,78.57142857,78.10848017,77.72996235,77.58459486,78.23501959,80.6483563,81.79524153,83.03066389,84.80820537,84.55026455,83.94974007,84.56279237,83.99533256,82.97115765,81.46796139,81.7760327,82.77442967,84.96328833,86.70938567,87.02538957,87.37704918,87.1831812,88.02377626,88.03986711,87.9882146,86.7104485,85.42713568,86.11009904,89.36355711,91.40679141,92.73992895,93.24596774,92.97136537,92.84450063,93.76298117,93.13182036,92.27692308,91.20537334,90.99081603,91.47996213,94.03217718,96.87065093,96.80274982,98.63852961,98.97489876,98.82707775,97.98728814
"Oklahoma City, OK",42,89.98124253,90.42857143,90.78341014,90.70397528,90.55248619,90.16595931,89.5459127,89.12679266,89.19440425,88.94320415,88.87380989,88.3398933,88.07045637,87.59124088,88.51878101,88.23529412,88.75537115,88.06343907,87.31492396,86.92918885,87.01015965,86.59450908,86.9987333,86.83362882,86.79927667,87.09989755,88.26532975,88.53021978,88.69165023,88.94884784,88.37707552,89.10858995,89.09376139,89.45368228,90,89.83404255,90.08307373,90.77244259,91.27102726,91.8008658,92.02761341,92.20482741,91.88124442,91.75857843,91.934085,92.25739599,92.58843346,92.9923167,93.8692058,94.39417454,95.04,96.27659574,96.7027027,96.85447045,96.90937664,97.47409874,97.01492537,96.66845782,97.9407549,99.30313589,100.3024692,101.1174848,101.8697614,103.0218398,103.1850632,103.918338,103.8095238,103.7470228,103.692066,103.5274574,104.6882793,105.3459119,105.988344,106.864538,107.8291461,108.3333333,108.1609808,108.0316742,107.9028238,107.5169439,107.8446757,107.9447323,108.6956522,110.0028309,109.7289125,109.1259664,108.1573197,108.999441,109.4524063,109.6488493,110.4809298,109.9406273,110.8987902,110.6717716,111.4194722,110.9693019,111.4285714,112.6013514,113.644116,114.3711705,114.2650516,114.1381185,113.7096774,114.5833333,114.5102167,115.0316689,115.3987001,116.2422276,117.0345608,116.2849873,115.9198735,116.5254237,116.889313,117.0641929,117.2034204,116.9983154,117.9991275
"Louisville-Jefferson County, KY",43,102.2582192,100.8645533,101.819987,101.4161273,100.4087931,100.1683502,100.2004008,100,99.56,99.03846154,99.48478586,97.76536313,97.00895219,97.19710669,97.44362527,97.77967549,99.72096963,100,100.1606135,100.7111112,100.8915954,100.2576239,99.54730638,98.33658854,97.85217941,97.78659355,98.22549643,98.37814932,97.63033175,97.90986283,97.97979798,97.90986283,97.82178218,97.2740542,97.0845481,96.57320872,96.31368887,96.63978495,97.2972973,98.82352941,99.90697674,99.92307692,99.58188153,98.15583218,97.95712355,97.77327935,97.56049568,97.70408163,98.38806704,100.1492496,101.3595051,103.6210908,104.7039137,104.8164336,104.7077922,104.5454545,103.2884619,103.3575318,103.027179,103.0761959,103.3805411,105.0931225,105.9548696,107.3733057,108.8497669,109,108.7294296,108.4474886,109.2529173,109.9,109.7445176,109.1452632,108.5067873,108.8215715,110.4281768,114.4907552,115.1853867,116.6861144,116.3137678,116.2790698,116.5230613,116.9755433,116.8222471,115.8730159,115.2585557,117.9012346,119.949913,122.7402135,124.2951907,124.541459,124.944006,125,124.7521368,124.85873,124.8941575,124.3602557,124.037639,127.0888568,128.1254991,130.5400623,132.3489477,133.333,131.6287879,131.0451727,131.8280721,132.264631,132.1666877,131.5966387,130.3478261,132.3278105,135.2827453,136.8513496,138.5080951,138.3405448,138.0844521,138,137.5359343
"Hartford, CT",44,161.9212963,160.8806097,162.2036557,161.8586058,161.3185515,160.5034722,159.4266177,159.1426072,157.1642911,156.3192905,154.88677,153.5,153.5289925,154.0352164,154.475043,154.5542636,155.14533,154.3489449,152.658371,150.9804173,149.7622821,148.3585859,147.5714286,147.0919703,146.6552769,146.7108148,146.788589,147.0142602,147.7827051,147.089601,146.5320949,145.8454106,145.4585538,144.1429702,143.0948419,142.0945602,142.0945602,143.4217956,144.3333333,147.0967742,148.6245353,148.3010936,147.5903614,147.1606648,146.9607843,145.9284233,144.5592287,143.6302682,142.9350682,143.1384248,144.6391241,147.9005094,148.512809,148.9870622,148.5374771,148.2089217,147.7272727,146.6212677,145.9677419,145.2722327,145.2436582,145.5016106,146.9362745,147.7216749,148.3479721,148.6215539,148.6618758,147.6242604,147.3147405,146.4751418,145.4104719,144.2741498,143.7066402,144.6521374,145.997191,147.7506427,149.197861,149.212272,148.75,148.5411141,147.8971963,147.4837742,147.3478543,145.9332638,146.2926829,147.7011494,149.6610169,151.1250582,153.1582784,153.2222222,152.706103,151.5952128,150.9754029,149.0384615,147.9712143,147.362946,147.2161948,148.4529703,150.3523884,151.1832818,151.6605166,152.3818673,151.0989011,150.319052,150.0375375,149.5241583,148.9816195,148.1314433,148.1084489,149.0421456,151.8029299,154.2790456,155.381631,155.239376,154.3942993,153.4548944,152.687039
"Richmond, VA",45,124.1640832,123.5747051,122.8089806,122.6196318,122.5936393,121.7088608,120.7839562,119.5203499,119.364196,118.4110371,117.387239,115.5979504,114.2034549,112.5905068,112.9587405,112.1534782,112.5,111.4928775,111.1111111,110.6397306,109.9324976,109.4662409,108.0543137,106.1405339,106.2860978,106.8727392,107.9549053,108.0380294,108.0958498,108.5942705,108.2089552,107.5681818,107.696242,107.5656163,107.8436187,108.0555737,107.6563623,108.3499205,110.2015323,112.3869623,112.2481706,113.0262713,112.1394231,112.1260684,112.4686717,112.7117733,112.1704476,111.6573034,112.7348945,114.1466077,114.5886386,115.956269,116.2669131,116.7728238,117.0308233,116.4368225,116.4707346,116.1006037,116.4814815,115.7423208,116.4810476,117.3104508,119.3357373,122.2374847,122.826087,122.683388,122.7456434,121.8796103,122.0245631,122.3626558,121.9555056,120.8634538,122.4053701,121.7957646,124.9370229,125.9029928,126.931233,127.1186441,126.5096456,126.5466817,127.3740591,127.3803933,127.730331,127.4887418,129.2952842,130.1219512,130.7811266,132.5757576,133.9253394,134.2195386,134.0549667,134.0900962,135.2997681,135.4126308,135.3789876,135.3533341,135.3953148,137.2196621,138.2733522,138.8888889,140.3555977,140.8876246,141.1077028,140.9491115,141.6041736,141.1959095,140.3037058,140.1938242,140.4068799,142.2504378,144.4921875,144.9742268,145.2302632,145.1397327,145.0177936,144.5949757,145.0098328
"New Orleans, LA",46,111.3932182,112.1433311,112.4583333,112,111.451049,111.0526316,109.9744246,109.808598,108.7997017,108.673913,108.5361919,107.0714286,106.1166779,105.9292449,106.3571429,106.355829,107.1737252,107.1777717,106.6847218,106.2189055,105.3911546,102.8613415,103.2971084,103.9013571,104.4840307,104.2453339,103.5625518,104.1317128,103.0021459,103.0428769,103.0736619,102.4525316,102.3890785,102.7240773,103.8734798,103.968,103.4557235,104.6089475,106.2057476,107.5954509,107.0714286,107.3123298,107.1329968,106.7961165,106.5919638,106.6915151,105.7168364,106.0429474,104.2637484,105,105.17635,107.1428571,107.5133486,108.3378476,108.3378476,108.3333333,107.727805,108.5253456,108.9045108,108.0938416,109.2284278,109.7560976,111.5342764,112.2518823,113.8250637,115,114.0466531,114.2511057,114.2139268,114.738806,115.004122,115.8301158,117.1222589,121.5447154,124.3093333,126.5894397,128.1151384,129.8701299,127.7955272,127.8755978,130.6263771,130.9043709,131.3894888,133.1939799,133.6077593,129.3103448,130.312085,131.7771553,133.6221122,134.2035399,133.5328836,132.4208946,133.2335329,133.7787245,135.1351351,134.2154063,134.1926476,133.9285714,136.0225141,136.6370396,137.9077661,137.1336381,137.5,140.1515152,139.3015197,139.8384089,139.2113988,139.235856,139.8472361,139.5437262,139.3258427,141.8663304,141.0065988,139.740865,138.8888889,138.7753225,139.6103896
"Buffalo, NY",47,89.35677699,90.84415584,91.57107832,92.15823178,92.94871795,92.82854023,92.39013934,92.78925354,92.13525836,91.70013387,91.83673469,91.17698297,90.9556314,91.5,92.20479705,92.6510989,93.7177684,93.50417163,93.47042495,92.70429587,92.41633206,92.03296703,91.55378486,91.79837676,92.17176259,93,94.5940803,94.90271082,95.25526557,94.57755359,94.05882353,94.0188172,95.54828974,94.3358058,94.55722484,94.6124111,94.0647482,95.16001024,95.7420005,96.59090909,96.45833333,96.77419355,96.66192386,96.04700855,95.67307692,93.84389804,92.35294118,91.61938018,92.06236712,93.45386534,94.94680851,96.89321804,98.4726013,99.69343261,99.83513385,98.99457251,98.12804032,97.54105285,97.42687118,94.975,95.72564103,96.14533584,97.76801325,100.0454959,101.3186877,101.6397223,101.5817237,100.4345464,100.7369743,99.32232105,98.49435383,97.97068771,97.47340426,98.10209424,99.3808731,101.4360337,104.9190535,105.8655229,104.0118134,103.9779682,103.1475748,102.5073746,101.6968326,101.0164191,101.1005399,101.3091216,104.0514706,107.3831776,108.25,110.531901,110.887656,111.2061591,110.5737705,110.3829161,107.3242188,106.6186325,106.9290466,107.5531312,110.6655974,113.5520729,116.1102252,118.1080591,118.902439,117.5062972,116.9991327,115.9821429,115.1851039,113.5628227,114.3530794,114.9041874,116.7582418,120.4183681,122.46774,123.6263736,123.1196406,122.4540724,121.4434756
"Raleigh, NC",48,112.3438648,111.7604618,111.5724719,111.3782991,111.0475672,110.7087725,109.89175,109.5495499,109.0942161,108.8323965,108.4013051,107.9826733,106.872026,106.4798206,106.3237728,106.7789647,107.0060945,106.5817501,106.3168258,106.2626971,105.7078941,105.3744929,104.8747123,104.330578,103.8565629,104.0052016,105.1625767,105.0558495,104.7150914,104.475414,103.5211268,103.0662021,103.2028481,103.0123666,102.6478537,101.9866004,102.1930242,103.5653503,105.4508325,106.4729805,106.7780873,107.6139089,107.3076923,107.6203918,107.3085847,107.6814059,107.111051,106.2031135,107.1807335,108.0674927,108.8888889,109.4128365,110.0869565,110.2810847,110.0387676,110.4276032,110.6630824,111.204247,110.7771706,110.5694444,110.7690008,111.4498141,112.4049635,115.0744086,116.5716823,117.4701093,117.7186415,118.1818182,117.2957987,118.1241185,117.8535146,117.4764322,118.2170543,119.047619,120.6481885,122.5146862,123.3109468,123.7900223,124.3683744,125,125.2151343,125.1926937,125.2485949,126.1282701,125.6223657,127.3020319,128.3614507,130.535233,131.9150551,130.9444179,130.6294098,131.0418067,131.9178082,132.5734494,132.1159232,131.7368084,132.5287857,133.7425244,134.8791456,135.9053047,137.3626374,138.3587786,137.7708211,136.7622713,137.4582958,137.9075749,138.0007667,137.9203883,138.1969158,139.1271633,139.9697199,141.4866901,142.4474184,143.0893611,143.2423764,143.5810811,143.5254093
"Birmingham, AL",49,96.364755,97.72422127,97.75061125,99.04587156,98.10810811,98.20622739,97.73838631,97.75583483,97.5315729,97.63008758,97.0787843,94.68316967,92.93154762,94.08643815,94.82102056,94.75158465,95.25226545,94.26100629,93.10666046,92.16106055,91.38643068,89.93561066,89.05295316,88.21474312,87.5,88.58905166,90.26942608,90.41362529,90.16623587,90.36902065,90.84236281,89.62425278,89.71848225,89.39005638,89.20749243,89.08685969,88.07692308,89.93611144,91.66666667,93.77154497,95.39982314,96.20700337,96.53141361,96.10484165,95.10603589,93.81234745,93.09437543,93.45656115,93.04768286,94.07252441,95.32780225,97.04438013,97.79816514,98.51036962,99.09855769,96.8951135,96.29817444,95.9907135,95.41557827,93.56223176,93.69896998,95.60595322,96.15384615,98.23529412,100.3718855,100.8913895,99.65110863,99.10312098,97.60941523,97.20364742,97.15781601,96.37676963,96.43274854,97.91666667,100.8648649,103.6785112,103.7448407,103.9270764,103.5956007,102.0740166,100.1604895,99.91666667,100.0501505,100,100.5826271,102.398524,106.3368056,107.9807981,108.560794,107.7268643,106.3876708,106.5375303,107.6098457,106.7857143,105.1638367,104.5481394,104.175579,105.6533327,109.1783217,111.4754098,113.3795231,113.4940639,113.5226504,112.9256428,113.2666667,112.9105108,113.7360364,114.0422165,114.8471616,117.3257091,118.7606595,121.9328307,121.7914264,122.7842464,121.1024306,120.6800226,121.0305572
"Salt Lake City, UT",50,135.701275,132.3787259,128.7862513,133.3333333,139.4971716,141.8773504,142.0021124,141.7787402,141.8164617,142.497475,141.1290323,137.0201097,135.9683794,135.5452972,137.4648925,136.4334471,136.3170885,134.8506792,134.6695835,134.2799539,133.1427227,130.4832714,128.2675876,125.2780154,123.0628988,123.0106645,125.6539235,127.0832693,129.7619048,132.828967,134.5610896,125.9919291,118.952381,116.4658635,115.59375,115.1023587,114.7130154,115.6862745,118.7644239,122.3026228,125.2692032,128.2920419,129.2939755,135.4110208,137.1681416,139.0017472,137.8751518,140.1041667,139.9327919,143.363151,144.150641,147.3577236,149.4565217,149.6952545,149.0892658,149.8842593,148.3556597,149.2903262,149.227703,148.6766741,149.2537313,150.862069,152.027027,155.1505875,156.7901572,159.4783225,161.6161616,161.2778773,163.1537861,163.5514019,164.5348843,162.0205294,161.0821521,164.8886024,166.6666667,172.7367326,176.5457444,176.366843,177.4872449,179.2279412,179.977431,179.4713125,179.1961095,179.4110294,178.9428815,178.5654762,181.5,185.1714731,182.9871094,187.5703565,187.3717043,183.9846852,183.7464589,180.9618245,179.1359843,178.7210494,178.6825726,185.806761,191.5708812,198.6976609,202.661827,202.3713129,202.6396413,206.8441065,206.1500369,202.276638,198.8154985,195.3279154,192.2115385,195.7810633,197.6495726,203.2266936,206.9744957,210.3932662,211.6439695,213.4587554,213.7446549
"Rochester, NY",51,90.17379679,90.93935996,91.87946885,91.32002123,91.56613372,91.67607223,91.14170021,91.23981855,91.33777199,90.49176189,90.35563593,89.06298003,89.5749226,89.98740554,90.66461554,91.15789474,92.3340178,91.68329343,91.19047619,90.71869569,89.89488914,89.35508936,89.17456022,88.27734375,88.71854,89.04923599,90.71009076,92.10914454,92.59259259,93.01675978,92.5,91.875,92.27707006,89.95844875,89.83630812,88.97497346,89.73074737,92.19261845,92.3415493,94.91166547,94.20955882,93.98254912,93.02325581,92.58042122,91.31530144,91.66666667,90.26455472,89.42105263,88.44652408,88.878327,89.66822521,92.59259259,92.95681063,93.75,93.38006231,92.01388889,92.0654888,92.18612818,92.58878024,88.08136687,89.31914894,89.82319079,92.59439012,92.67660763,95.17857143,95.39930556,94.80108819,93.08617234,90.93915344,88.69731801,89.33588761,88.52967228,87.22222222,89.44687045,93.90149854,96.05998168,97.1823659,97.34978971,95.06944444,94.29860541,93.61008136,93.66604553,93.63688537,92.31405449,91.5,92.00410046,94.70774092,98.03921569,99.975,101.9557823,101.9422191,100.910738,99.74191443,99.24569067,98.47670251,97.04391892,97.83216783,99.39446367,102.1853147,105.3234011,106.7277264,107.6923077,106.7103279,106.2142273,105.1856407,104.7183438,104.7145102,103.9037653,105.6067588,106.4228828,108.45907,111.2994772,112.5,113.5453089,112.8242075,111.3981763,109.7364568
"Grand Rapids, MI",52,90.41958042,91.66666667,91.89178548,92.87159183,92.76025985,92.22560976,91.49669365,90.47970858,89.94252874,89.45386064,88.1127451,86.62056097,85.44285356,86.44254688,86.52597403,86.72763561,89.79206049,90.13888889,90.19273349,89.95,89.68253968,89.04854567,88.61058601,86.35926993,86.05051665,86.97546717,88.72213883,90.56503198,91.22137405,92.59259259,93.29819277,93.38235294,92.3252776,91.79029304,91.48351648,90.47980501,91.38499542,92.5154321,94.60227273,96.26168224,98.59022556,100.9375,101.4664411,100.842819,99.89583333,99.78165939,97.568039,96.34801289,96.77419355,98.80560132,101.2470772,104.0178571,108.3333333,108.8161445,108.9616402,109.2801388,107.7976883,105.2373159,104.4029851,102.9341112,104.125,105.2195526,107.7695167,112.9663561,115.1259232,116.5018713,116.4905158,117.387218,117.1959005,116.9102296,117.6565059,117.387218,118.0943927,119.5989651,122.198451,124.384093,127.7666667,128.8343558,128.155918,127.6459854,127.3529412,127.7013752,127.145168,124.9392828,125.0913043,127.0480226,129.8309179,132.5009346,136.7277961,137.7942165,138.571395,139.2886764,138.2925193,137.2005022,136.5216615,135.8535145,134.4668391,137.8965085,141.4651494,140.0105708,144.1426282,144.8363559,144.9473455,145.3947368,145.7011494,145.6345821,144.9275362,144.9841715,146.1129568,148.8928627,151.1627907,154.2021277,154.6279835,154.6629732,155.03978,154.7368421,153.3333333
"Tucson, AZ",53,122.742254,121.6119853,120.4714221,118.4444444,116.7175573,115.3982736,113.6018171,111.2985198,110.8269395,108.3023879,107.3684211,107.1803191,104.0548599,102.9411765,101.9791667,98.21608069,96.36950383,94.40509915,93.65929,93.10708499,91.91852825,93.26886292,93.49952673,93.78837034,94.18227147,93.68519675,93.5483871,94.36788496,94.96772092,95.12320009,95.94882729,96.15384615,95.96735478,98.24561404,98.75195008,100.3723874,100.9953391,101.4680434,101.9557823,102.8823529,103.5313433,104.8010815,106.3295765,106.9252078,108.0380294,108.5714286,109.1825308,108.8569881,109.7308489,110.212521,111.0542477,110.6983655,110.6894371,110.684861,109.9450275,110.159347,110.2068966,111.291035,111.5007013,111.8884757,112.5600549,113.2372574,113.0885012,112.1556879,112.4767368,112.3671459,110.9908964,111.7193524,111.989972,113.3786848,114.2498121,114.1848454,115.4356061,116.5674603,116.9934641,117.4586225,118.4205263,117.7766393,117.6821983,117.7004839,118.5696361,120.0747464,122.3517922,122.4301933,123.4494015,124.2973142,124.8008497,125.540393,126.4986425,126.2556033,126.9201737,127.702039,128.4040064,129.4664709,130.1775148,130.5221976,131.7348217,131.8597929,131.4229249,133.2716527,133.4903808,133.7040134,133.9630302,134.3317972,134.5864662,136.1073309,138.0681381,137.7101489,138.5964912,138.1475072,138.9381715,139.673913,140.0323786,139.7627789,139.349138,139.0071607,140.7942238
"Urban Honolulu, HI",54,429.8556869,427.9569892,420.8449503,425.990485,433.3682756,437.2791519,431.0344828,416.0636304,416.6666667,416.3763066,413.507109,415.8249158,416.0701476,404.4368601,409.4059233,405.8524173,404.3576552,404.2705167,400.5636071,402.2298456,397.4693507,394.5429877,393.4050449,393.7823834,399.14486,401.8789144,402.2988506,400.9698769,396.3963964,402.9304029,405.3993826,407.773386,402.0348837,407.4104039,408.779064,412.6394052,419.6519959,415.0351213,411.7647059,412.6213592,411.2662014,395.1751469,417.6610979,415.7443082,418.5022026,418.4863106,430.3140818,432.4561404,431.0344828,435.5677335,442.84177,448.6540379,452.4672847,448.6540379,445.8476697,451.539983,453.3106342,448.5531828,451.2426428,458.4380235,469.6969697,477.0216482,483.0701698,483.1654176,483.1915403,486.6666667,491.9786096,499.1582492,498.8537822,506.4102564,509.9337748,510.5633803,514.1451415,452.0547945,518.1224053,517.8472351,521.8855219,526.436283,521.5577191,517.2413793,526.5909091,528.790893,535.2422781,541.0410765,543.877551,540.8397519,540.2160864,540.9005286,543.9163392,549.4155154,550.731257,554.2667771,553.8748261,556.1440678,561.4782828,569.776825,569.6202532,571.2073413,561.5793201,558.2750583,555.1243781,550,553.6392771,552.7950311,555.5555556,555.5555556,558.0845771,565.7327586,570.2929274,570.1754386,571.5103911,570.4883034,564.738292,562.1079046,566.7782836,569.5172849,570.1974665
"Tulsa, OK",55,84.65447154,84.58192363,84.83274648,85.00303582,85.52631579,85.36585366,84.63585925,84.4461901,82.79727096,83.0516431,82.41252302,81.54283059,81.255185,81.36897529,81.40551483,82.67195767,83.85335413,83.35392217,82.90259821,82.3782235,81.81677847,81.37678991,81.25884017,80.47095083,79.95887377,81.25,81.76100629,81.67082294,81.87045692,82.81573499,82.56435163,83.60549974,83.32777593,83.52460159,83.25147348,83.33333333,83.28855454,83.99140129,83.36339044,84.49640345,85.38251366,86.48890971,85.52631579,85.85551331,86.08321377,86.72006131,85.72961373,86.22994652,85.68147014,86.37223975,87.00480192,88.01324503,88.70033487,88.69613878,89.04985087,89.59623894,89.74358974,89.28571429,89.17910448,89.62472823,90.40256709,90.05085924,89.91399531,90.13465511,91.1921323,91.72185131,91.3255956,91.1651787,91.82098765,91.38257576,91.30363036,91.36144229,92.81553398,91.05534106,91.76893274,93.14475874,94.11121454,94.7755418,95.28888638,95.2639357,94.87471526,95.42916957,96.02385686,95.6539075,95.91331269,96.56826009,97.71782264,98.8993906,99.67532468,99.31048466,99.39704284,99.20740595,98.89531825,99.32375317,100,99.45340502,99.535501,101.2345679,100.3467522,100.7684459,100.6714205,100.6245663,100.6481836,100.2080905,100.4190372,100.6470165,100.8620142,100.9060956,101.3241123,101.8407101,103.3277558,104.0240122,103.9904759,104.1666667,104.0466756,104.2857143,104.1688379
